trial,item1,item2,item3,casemarker1,casemarker2,casemarker3,final,condition,audio_sequence,image_sequence
19,jeelow,dingep,pakrid,makkot,limeber,goorshell,jeelow makkot dingep limeber pakrid goorshell,isolated-center,"['jeelow.wav', 'makkot.wav', 'dingep.wav', 'limeber.wav', 'pakrid.wav', 'goorshell.wav']","['Picture1.png', 'Picture5.png', 'Picture9.png']"
20,dingep,chelad,haagle,makkot,limeber,goorshell,dingep makkot chelad limeber haagle goorshell,isolated-center,"['dingep.wav', 'makkot.wav', 'chelad.wav', 'limeber.wav', 'haagle.wav', 'goorshell.wav']","['Picture5.png', 'Picture4.png', 'Picture3.png']"
1,pakrid,haagle,jeelow,makkot,limeber,goorshell,pakrid makkot haagle limeber jeelow goorshell,isolated-right,"['pakrid.wav', 'makkot.wav', 'haagle.wav', 'limeber.wav', 'jeelow.wav', 'goorshell.wav']","['Picture9.png', 'Picture3.png', 'Picture1.png']"
2,rakken,bimdah,nellby,limeber,makkot,goorshell,rakken limeber bimdah makkot nellby goorshell,isolated-right,"['rakken.wav', 'limeber.wav', 'bimdah.wav', 'makkot.wav', 'nellby.wav', 'goorshell.wav']","['Picture2.png', 'Picture10.png', 'Picture8.png']"
3,bimdah,fisslin,nellby,limeber,makkot,goorshell,bimdah limeber fisslin makkot nellby goorshell,isolated-right,"['bimdah.wav', 'limeber.wav', 'fisslin.wav', 'makkot.wav', 'nellby.wav', 'goorshell.wav']","['Picture10.png', 'Picture7.png', 'Picture8.png']"
4,dingep,rakken,jeelow,makkot,limeber,goorshell,dingep makkot rakken limeber jeelow goorshell,isolated-right,"['dingep.wav', 'makkot.wav', 'rakken.wav', 'limeber.wav', 'jeelow.wav', 'goorshell.wav']","['Picture5.png', 'Picture2.png', 'Picture1.png']"
5,chelad,sumbark,pakrid,makkot,limeber,goorshell,chelad makkot sumbark limeber pakrid goorshell,isolated-right,"['chelad.wav', 'makkot.wav', 'sumbark.wav', 'limeber.wav', 'pakrid.wav', 'goorshell.wav']","['Picture4.png', 'Picture6.png', 'Picture9.png']"
6,chelad,fisslin,bimdah,limeber,makkot,goorshell,chelad limeber fisslin makkot bimdah goorshell,isolated-right,"['chelad.wav', 'limeber.wav', 'fisslin.wav', 'makkot.wav', 'bimdah.wav', 'goorshell.wav']","['Picture4.png', 'Picture7.png', 'Picture10.png']"
7,sumbark,chelad,fisslin,makkot,limeber,goorshell,sumbark makkot chelad limeber fisslin goorshell,isolated-right,"['sumbark.wav', 'makkot.wav', 'chelad.wav', 'limeber.wav', 'fisslin.wav', 'goorshell.wav']","['Picture6.png', 'Picture4.png', 'Picture7.png']"
8,haagle,sumbark,chelad,makkot,limeber,goorshell,haagle makkot sumbark limeber chelad goorshell,isolated-right,"['haagle.wav', 'makkot.wav', 'sumbark.wav', 'limeber.wav', 'chelad.wav', 'goorshell.wav']","['Picture3.png', 'Picture6.png', 'Picture4.png']"
9,fisslin,pakrid,haagle,limeber,makkot,goorshell,fisslin limeber pakrid makkot haagle goorshell,isolated-right,"['fisslin.wav', 'limeber.wav', 'pakrid.wav', 'makkot.wav', 'haagle.wav', 'goorshell.wav']","['Picture7.png', 'Picture9.png', 'Picture3.png']"
10,chelad,haagle,dingep,makkot,limeber,goorshell,chelad makkot haagle limeber dingep goorshell,isolated-right,"['chelad.wav', 'makkot.wav', 'haagle.wav', 'limeber.wav', 'dingep.wav', 'goorshell.wav']","['Picture4.png', 'Picture3.png', 'Picture5.png']"
11,haagle,sumbark,dingep,limeber,makkot,goorshell,haagle limeber sumbark makkot dingep goorshell,isolated-right,"['haagle.wav', 'limeber.wav', 'sumbark.wav', 'makkot.wav', 'dingep.wav', 'goorshell.wav']","['Picture3.png', 'Picture6.png', 'Picture5.png']"
12,nellby,dingep,pakrid,limeber,makkot,goorshell,nellby limeber dingep makkot pakrid goorshell,isolated-right,"['nellby.wav', 'limeber.wav', 'dingep.wav', 'makkot.wav', 'pakrid.wav', 'goorshell.wav']","['Picture8.png', 'Picture5.png', 'Picture9.png']"
13,dingep,pakrid,jeelow,limeber,makkot,goorshell,dingep limeber pakrid makkot jeelow goorshell,isolated-right,"['dingep.wav', 'limeber.wav', 'pakrid.wav', 'makkot.wav', 'jeelow.wav', 'goorshell.wav']","['Picture5.png', 'Picture9.png', 'Picture1.png']"
14,rakken,bimdah,fisslin,makkot,limeber,goorshell,rakken makkot bimdah limeber fisslin goorshell,isolated-right,"['rakken.wav', 'makkot.wav', 'bimdah.wav', 'limeber.wav', 'fisslin.wav', 'goorshell.wav']","['Picture2.png', 'Picture10.png', 'Picture7.png']"
15,nellby,bimdah,dingep,makkot,limeber,goorshell,nellby makkot bimdah limeber dingep goorshell,isolated-right,"['nellby.wav', 'makkot.wav', 'bimdah.wav', 'limeber.wav', 'dingep.wav', 'goorshell.wav']","['Picture8.png', 'Picture10.png', 'Picture5.png']"
16,jeelow,chelad,fisslin,limeber,makkot,goorshell,jeelow limeber chelad makkot fisslin goorshell,isolated-right,"['jeelow.wav', 'limeber.wav', 'chelad.wav', 'makkot.wav', 'fisslin.wav', 'goorshell.wav']","['Picture1.png', 'Picture4.png', 'Picture7.png']"
17,pakrid,bimdah,sumbark,limeber,makkot,goorshell,pakrid limeber bimdah makkot sumbark goorshell,isolated-right,"['pakrid.wav', 'limeber.wav', 'bimdah.wav', 'makkot.wav', 'sumbark.wav', 'goorshell.wav']","['Picture9.png', 'Picture10.png', 'Picture6.png']"
18,jeelow,sumbark,dingep,makkot,limeber,goorshell,jeelow makkot sumbark limeber dingep goorshell,isolated-right,"['jeelow.wav', 'makkot.wav', 'sumbark.wav', 'limeber.wav', 'dingep.wav', 'goorshell.wav']","['Picture1.png', 'Picture6.png', 'Picture5.png']"
19,jeelow,dingep,pakrid,makkot,limeber,goorshell,jeelow makkot dingep limeber pakrid goorshell,isolated-right,"['jeelow.wav', 'makkot.wav', 'dingep.wav', 'limeber.wav', 'pakrid.wav', 'goorshell.wav']","['Picture1.png', 'Picture5.png', 'Picture9.png']"
20,dingep,chelad,haagle,limeber,makkot,goorshell,dingep limeber chelad makkot haagle goorshell,isolated-right,"['dingep.wav', 'limeber.wav', 'chelad.wav', 'makkot.wav', 'haagle.wav', 'goorshell.wav']","['Picture5.png', 'Picture4.png', 'Picture3.png']"
