trial,item1,item2,item3,casemarker1,casemarker2,casemarker3,final,condition,audio_sequence,image_sequence
62,rakken,nellby,pakrid,sumbark,chelad,barget,rakken sumbark nellby chelad pakrid barget,isolated-right,"['rakken.wav', 'sumbark.wav', 'nellby.wav', 'chelad.wav', 'pakrid.wav', 'barget.wav']","['Picture6.png', 'Picture1.png', 'Picture5.png']"
63,pakrid,nellby,bimdah,chelad,sumbark,barget,pakrid chelad nellby sumbark bimdah barget,isolated-right,"['pakrid.wav', 'chelad.wav', 'nellby.wav', 'sumbark.wav', 'bimdah.wav', 'barget.wav']","['Picture5.png', 'Picture1.png', 'Picture9.png']"
64,rakken,limeber,jeelow,chelad,sumbark,barget,rakken chelad limeber sumbark jeelow barget,isolated-right,"['rakken.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture6.png', 'Picture7.png', 'Picture2.png']"
65,dingep,rakken,jeelow,chelad,sumbark,barget,dingep chelad rakken sumbark jeelow barget,isolated-right,"['dingep.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture8.png', 'Picture6.png', 'Picture2.png']"
66,jeelow,bimdah,nellby,sumbark,chelad,barget,jeelow sumbark bimdah chelad nellby barget,isolated-right,"['jeelow.wav', 'sumbark.wav', 'bimdah.wav', 'chelad.wav', 'nellby.wav', 'barget.wav']","['Picture2.png', 'Picture9.png', 'Picture1.png']"
67,jeelow,limeber,fisslin,sumbark,chelad,barget,jeelow sumbark limeber chelad fisslin barget,isolated-right,"['jeelow.wav', 'sumbark.wav', 'limeber.wav', 'chelad.wav', 'fisslin.wav', 'barget.wav']","['Picture2.png', 'Picture7.png', 'Picture10.png']"
68,goorshell,bimdah,nellby,chelad,sumbark,barget,goorshell chelad bimdah sumbark nellby barget,isolated-right,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'nellby.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture1.png']"
69,haagle,dingep,pakrid,sumbark,chelad,barget,haagle sumbark dingep chelad pakrid barget,isolated-right,"['haagle.wav', 'sumbark.wav', 'dingep.wav', 'chelad.wav', 'pakrid.wav', 'barget.wav']","['Picture4.png', 'Picture8.png', 'Picture5.png']"
70,jeelow,bimdah,rakken,chelad,sumbark,barget,jeelow chelad bimdah sumbark rakken barget,isolated-right,"['jeelow.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'rakken.wav', 'barget.wav']","['Picture2.png', 'Picture9.png', 'Picture6.png']"
71,fisslin,limeber,pakrid,chelad,sumbark,barget,fisslin chelad limeber sumbark pakrid barget,isolated-right,"['fisslin.wav', 'chelad.wav', 'limeber.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture10.png', 'Picture7.png', 'Picture5.png']"
72,haagle,dingep,jeelow,chelad,sumbark,barget,haagle chelad dingep sumbark jeelow barget,isolated-right,"['haagle.wav', 'chelad.wav', 'dingep.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture4.png', 'Picture8.png', 'Picture2.png']"
73,goorshell,bimdah,dingep,chelad,sumbark,barget,goorshell chelad bimdah sumbark dingep barget,isolated-right,"['goorshell.wav', 'chelad.wav', 'bimdah.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture3.png', 'Picture9.png', 'Picture8.png']"
74,fisslin,haagle,jeelow,chelad,sumbark,barget,fisslin chelad haagle sumbark jeelow barget,isolated-right,"['fisslin.wav', 'chelad.wav', 'haagle.wav', 'sumbark.wav', 'jeelow.wav', 'barget.wav']","['Picture10.png', 'Picture4.png', 'Picture2.png']"
75,limeber,pakrid,nellby,sumbark,chelad,barget,limeber sumbark pakrid chelad nellby barget,isolated-right,"['limeber.wav', 'sumbark.wav', 'pakrid.wav', 'chelad.wav', 'nellby.wav', 'barget.wav']","['Picture7.png', 'Picture5.png', 'Picture1.png']"
76,pakrid,rakken,dingep,chelad,sumbark,barget,pakrid chelad rakken sumbark dingep barget,isolated-right,"['pakrid.wav', 'chelad.wav', 'rakken.wav', 'sumbark.wav', 'dingep.wav', 'barget.wav']","['Picture5.png', 'Picture6.png', 'Picture8.png']"
77,limeber,jeelow,pakrid,chelad,sumbark,barget,limeber chelad jeelow sumbark pakrid barget,isolated-right,"['limeber.wav', 'chelad.wav', 'jeelow.wav', 'sumbark.wav', 'pakrid.wav', 'barget.wav']","['Picture7.png', 'Picture2.png', 'Picture5.png']"
78,fisslin,limeber,goorshell,sumbark,chelad,barget,fisslin sumbark limeber chelad goorshell barget,isolated-right,"['fisslin.wav', 'sumbark.wav', 'limeber.wav', 'chelad.wav', 'goorshell.wav', 'barget.wav']","['Picture10.png', 'Picture7.png', 'Picture3.png']"
79,fisslin,rakken,goorshell,sumbark,chelad,barget,fisslin sumbark rakken chelad goorshell barget,isolated-right,"['fisslin.wav', 'sumbark.wav', 'rakken.wav', 'chelad.wav', 'goorshell.wav', 'barget.wav']","['Picture10.png', 'Picture6.png', 'Picture3.png']"
80,rakken,haagle,goorshell,sumbark,chelad,barget,rakken sumbark haagle chelad goorshell barget,isolated-right,"['rakken.wav', 'sumbark.wav', 'haagle.wav', 'chelad.wav', 'goorshell.wav', 'barget.wav']","['Picture6.png', 'Picture4.png', 'Picture3.png']"
